nct_id,drug_name
NCT04193904,CJRB 102
NCT04193904,Hypofractionated Radiation Therapy
NCT04187352,Sugemalimab
NCT04187352,Fluorouracil
NCT04187352,Cisplatin
NCT04187352,Placebo Control
NCT04200417,Ethiodized oil
NCT04200417,Mitomycin
NCT04200417,Chemoembolization
NCT04200417,Tris-acryl Gelatin Microspheres
NCT03935893,Aldesleukin
NCT03935893,Tumor Infiltrating Lymphocyte
NCT03935893,Fludarabine
NCT03935893,Cyclophosphamide
NCT04133337,Rivoceranib
NCT04133337,Camrelizumab
NCT03984448,Biospecimen Collection
NCT03984448,Bone Marrow Biopsy
NCT03984448,Computed Tomography
NCT03984448,Cyclophosphamide
NCT03984448,doxorubicin hydrochloride
NCT03984448,Etoposide
NCT03984448,Lumbar Puncture
NCT03984448,Positron Emission Tomography
NCT03984448,Prednisone
NCT03984448,Rituximab
NCT03984448,Venetoclax
NCT03984448,vincristine sulfate
NCT04865289,Lenvatinib
NCT04865289,Pembrolizumab
NCT04865289,Paclitaxel
NCT04865289,Carboplatin
NCT04074187,Caplacizumab
NCT04074187,Plasmapheresis
NCT04074187,Methylprednisolone
NCT04074187,Prednisolone
NCT04074187,Rituximab
NCT03994796,Abemaciclib
NCT03994796,Paxalisib
NCT03994796,Entrectinib
NCT03994796,Adagrasib
NCT03857841,Dulbecco's Phosphate-Buffered Saline
NCT03792763,Denosumab
NCT03792763,Placebo Control
NCT04050462,Nivolumab
NCT04050462,Cabiralizumab
NCT04050462,HuMax IL8
NCT04021368,RVU 120
NCT04139772,Docetaxel
NCT04139772,Prednisone
NCT04139772,Abiraterone acetate
NCT04139772,Enzalutamide
NCT04043494,Cyclophosphamide
NCT04043494,Cytarabine
NCT04043494,Dexamethasone
NCT04043494,Daunorubicin
NCT04043494,Doxorubicin
NCT04043494,Ifosfamide
NCT04043494,Mercaptopurine
NCT04043494,Methotrexate
NCT04043494,Pegaspargase
NCT04043494,Prednisone
NCT04043494,Prednisolone
NCT04043494,Tioguanine
NCT04043494,Vincristine
NCT04043494,Vindesine
NCT04439890,catequentinib hydrochloride
NCT04439890,Carboplatin
NCT04439890,pemetrexed disodium
NCT04439890,Placebo Control
NCT05585645,Darbepoetin alfa
NCT03892018,Oral Paclitaxel + Encequidar - Hanmi
NCT03984097,Mezagitamab
NCT03984097,Lenalidomide
NCT03984097,Dexamethasone
NCT03984097,Bortezomib
NCT03984097,Pomalidomide
NCT03977194,Carboplatin
NCT03977194,Paclitaxel
NCT03977194,Atezolizumab
NCT03492671,Gemcitabine
NCT03492671,Nab-paclitaxel
NCT03492671,Stereotactic Body Radiation Therapy
NCT04025593,Cyclophosphamide
NCT04025593,Rituximab
NCT04025593,Doxorubicin
NCT04025593,Vincristine
NCT04025593,Prednisone
NCT04025593,Ibrutinib
NCT04025593,Lenalidomide
NCT04025593,Chidamide
NCT04025593,Decitabine
NCT03933735,Etentamig
NCT04121507,Emtricitabine
NCT04121507,Allogeneic Stem Cell Transplantation
NCT04121507,Bone Marrow Biopsy
NCT04121507,Calcium trisodium pentetate
NCT04121507,TC
NCT03983759,Sintilimab
NCT04045847,Autologous Anti-CD147 CAR T-cells
NCT03795597,Carfilzomib
NCT03795597,Busulfan
NCT03795597,Melphalan
NCT03930953,Golcadomide
NCT03930953,Rituximab
NCT03930953,Obinutuzumab
NCT03930953,Tafasitamab
NCT03930953,Valemetostat
NCT03910387,Gemcitabine
NCT03910387,Nab-paclitaxel
NCT03910387,telotristat ethyl
NCT04356430,Abiraterone acetate
NCT04356430,Laparoscopic Radical Prostatectomy with Robotics
NCT04356430,Prednisone
NCT04356430,Goserelin
NCT03924986,Tislelizumab
NCT03924986,Placebo Control
NCT03924986,Gemcitabine
NCT03924986,Cisplatin
NCT03818061,Atezolizumab
NCT03818061,Bevacizumab
NCT03802058,Nab-paclitaxel
NCT03802058,Carboplatin
NCT03802058,Thoracic Radiation Therapy
NCT03764137,Panitumumab
NCT03825744,eltrombopag olamine
NCT03825744,Placebo Control
NCT03825744,Best Practice
NCT03754933,Purine nucleoside phosphorylase
NCT03754933,fludarabine phosphate
NCT03967938,Olaparib
NCT03671811,Megestrol acetate
NCT03671811,Pterostilbene
NCT03486197,Laboratory Biomarker Analysis
NCT03486197,Pembrolizumab
NCT03486197,Radiation Therapy
NCT03724968,Nivolumab
NCT03724968,Relatlimab
NCT03724968,Ipilimumab
NCT03851237,Copper Cu 64-DOTA-ECL1i
NCT03851237,Calcium trisodium pentetate
NCT05728632,Nebivolol
NCT05728632,Placebo Control
NCT03616886,Paclitaxel
NCT03616886,Carboplatin
NCT03616886,Durvalumab
NCT03616886,Oleclumab
NCT03819465,Durvalumab
NCT03819465,Danvatirsen
NCT03819465,Oleclumab
NCT03819465,Volrustomig
NCT03819465,Pemetrexed
NCT03819465,Carboplatin
NCT03819465,Gemcitabine
NCT03819465,Cisplatin
NCT03819465,Nab-paclitaxel
NCT03819465,Rilvegostomig
NCT03755141,Trastuzumab
NCT03298945,Bowel Preparation
NCT03298945,Macrogol 3350-Based Iso-Osmotic Laxative
NCT03596281,Pembrolizumab
NCT03596281,Bevacizumab
NCT03596281,Pegylated liposomal doxorubicin
NCT03579446,Hydrocodone Measurement
NCT03579446,Hydromorphone
NCT03579446,Levorphanol Measurement
NCT03579446,Morphine
NCT03579446,Oxycodone
NCT03579446,Oxymorphone
NCT03579446,Questionnaire Administration
NCT03663166,Thoracic Radiation Therapy
NCT03663166,Cisplatin
NCT03663166,Etoposide
NCT03663166,Carboplatin
NCT03663166,Paclitaxel
NCT03663166,Pemetrexed
NCT03663166,Ipilimumab
NCT03663166,Nivolumab
NCT03513484,Azacitidine
NCT03513484,Laboratory Biomarker Analysis
NCT03513484,Nintedanib
NCT03664687,Zoledronic acid
NCT03706547,Anti-CD19/BCMA bispecific CAR-T cell therapy - Hrain Biotechnology
NCT03706547,Fludarabine
NCT03706547,Cyclophosphamide
NCT03714490,Hydrocortisone
NCT03714490,Capecitabine
NCT03714490,Chemoradiotherapy
NCT03714490,Oxaliplatin
NCT03714490,Surgical Procedure
NCT03646461,Ibrutinib
NCT03646461,Cetuximab
NCT03646461,Nivolumab
NCT03708328,RG7769
NCT03689699,Nivolumab
NCT03689699,Degarelix
NCT03689699,HuMax IL8
NCT03715517,Lidocaine
NCT03715517,Thoracic Epidural Analgesia
NCT03715517,Morphine
NCT03715517,Spinal Block
NCT03715517,Bupivacaine
NCT03715517,Hydromorphone
NCT03011671,Acetazolamide
NCT03011671,Temozolomide
NCT03707093,ADG 106
NCT03090880,Tinzaparin sodium
NCT03457142,Abatacept
NCT03457142,Dexamethasone
NCT03457142,Ixazomib citrate
NCT03457142,Laboratory Biomarker Analysis
NCT03587038,disufenton sodium
NCT03587038,Temozolomide
NCT03587038,Photon Beam Radiation Therapy
NCT03664895,leuprolide acetate
NCT03664895,goserelin acetate
NCT03600467,Seviteronel
NCT03600467,Dexamethasone
NCT03580928,Venetoclax
NCT03580928,Obinutuzumab
NCT03580928,Acalabrutinib
NCT03617003,Padeliporfin
NCT03617003,Endoscopic Procedure
NCT03265717,HTERT DNA vaccine Invectys
NCT03600129,Quadratus Lumborum Block
NCT03600129,Ropivacaine
NCT03600129,Sodium chloride
NCT03363867,Atezolizumab
NCT03363867,Bevacizumab
NCT03363867,Cobimetinib
NCT03574402,Abivertinib Maleate Anhydrous
NCT03574402,Afatinib
NCT03574402,Crizotinib
NCT03574402,Ensartinib
NCT03574402,Chidamide
NCT03574402,pyrotinib dimaleate
NCT03574402,Zorifertinib
NCT03574402,Pirotinib
NCT03574402,Nimotuzumab
NCT03574402,Pemetrexed
NCT03574402,Cisplatin
NCT03574402,Sintilimab
NCT03574402,Gemcitabine
NCT03574402,Carboplatin
NCT03516591,Vixtimotamab
NCT03535727,Nab-paclitaxel
NCT03535727,Gemcitabine
NCT03535727,Capecitabine
NCT03535727,Cisplatin
NCT03535727,Irinotecan
NCT03483675,Immunosuppressive Therapy
NCT03529266,Fibrin Sealant
NCT03529266,Surgical Procedure
NCT03410693,Rogaratinib
NCT03410693,Docetaxel
NCT03410693,Paclitaxel
NCT03410693,Vinflunine
NCT03533582,Carboplatin
NCT03533582,Cisplatin
NCT03533582,Doxorubicin
NCT03533582,Etoposide
NCT03533582,Fluorouracil
NCT03533582,Gemcitabine
NCT03533582,Irinotecan
NCT03533582,Laboratory Biomarker Analysis
NCT03533582,Oxaliplatin
NCT03533582,Resection
NCT03533582,Sorafenib
NCT03533582,vincristine sulfate
NCT03473756,Rogaratinib
NCT03473756,Atezolizumab
NCT03544125,Durvalumab
NCT03544125,Olaparib
NCT03245554,Propranolol
NCT04263298,Fulvestrant
NCT04263298,Capecitabine
NCT03341520,Obinutuzumab
NCT03341520,Low Dose Radiation Therapy
NCT03464201,Enzalutamide
NCT03239392,EQ 101
NCT03488225,Cyclophosphamide
NCT03488225,Cytarabine
NCT03488225,Dexamethasone
NCT03488225,doxorubicin hydrochloride
NCT03488225,Inotuzumab ozogamicin
NCT03488225,Laboratory Biomarker Analysis
NCT03488225,leucovorin calcium
NCT03488225,Mercaptopurine
NCT03488225,Methotrexate
NCT03488225,Ofatumumab
NCT03488225,Prednisone
NCT03488225,Rituximab
NCT03488225,vincristine sulfate
NCT03492931,Ticagrelor
NCT02876640,Biospecimen Collection
NCT02876640,Retinoid 9cUAB30
NCT02876640,Therapeutic Conventional Surgery
NCT03418168,Molidustat
NCT03402230,Broccoli Sprout/Broccoli Seed Extract Supplement
NCT03402230,Laboratory Biomarker Analysis
NCT03402230,Questionnaire Administration
NCT03407300,Docetaxel
NCT03395873,Decitabine
NCT03395873,Avelumab
NCT03390062,Rivoceranib
NCT03164772,Durvalumab
NCT03164772,Tremelimumab
NCT03164772,CV 9202
NCT03164772,Intradermal Route of Administration
NCT03231176,Varlitinib
NCT03231176,Capecitabine
NCT03315364,Paclitaxel
NCT03350477,Ablation Therapy
NCT03350477,Qilisheng Immunoregulatory Oral Solution
NCT03298893,Nivolumab
NCT03298893,Cisplatin
NCT03298893,Radiation Therapy
NCT03362723,RG7388
NCT03352947,Dabrafenib
NCT03352947,Trametinib
NCT03427242,Rivoceranib
NCT02570958,Indocyanine green
NCT02570958,Wedge Excision
NCT02570958,Lobectomy
NCT02570958,Segmentectomy
NCT03222609,Ruxolitinib
NCT03222609,Navitoclax
NCT03106779,Asciminib
NCT03106779,Bosutinib
NCT02760953,Cryosurgery
NCT02760953,Epirubicin
NCT03233347,Brentuximab vedotin
NCT03233347,Dacarbazine
NCT03233347,Doxorubicin
NCT03233347,Laboratory Biomarker Analysis
NCT03233347,Nivolumab
NCT03233347,Vinblastine
NCT03168100,Elotuzumab
NCT03168100,Lenalidomide
NCT03168100,Dexamethasone
NCT03168100,Bortezomib
NCT03256071,Decitabine
NCT03256071,Semustine
NCT03256071,Cytarabine
NCT03256071,Busulfan
NCT03256071,Cyclophosphamide
NCT03288493,Rimiducid
NCT03045653,Tamoxifen
NCT03280264,Evocalcet
NCT03194932,Venetoclax
NCT03194932,Cytarabine
NCT03194932,Idarubicin
NCT03194932,Triple Intrathecal Chemotherapy
NCT03194932,Azacitidine
NCT03950141,Rivoceranib
NCT03950141,Gimeracil/oteracil/tegafur
NCT03042416,Fluorodopa-F-18
NCT03229200,Ibrutinib
NCT03085069,Camrelizumab
NCT02567422,Berzosertib
NCT02567422,Cisplatin
NCT02567422,Computed Tomography
NCT02567422,Laboratory Biomarker Analysis
NCT02567422,Magnetic Resonance Imaging
NCT02567422,Positron Emission Tomography
NCT02567422,Radiation Therapy
NCT03167853,Anti-PD1 Monoclonal Antibody
NCT06390839,Biopsy
NCT06390839,Biospecimen Collection
NCT06390839,Computed Tomography
NCT06390839,Magnetic Resonance Imaging
NCT06390839,Palbociclib
NCT03020030,Pegaspargase
NCT03020030,Crisantaspase
NCT03020030,Cyclophosphamide
NCT03020030,Cytarabine
NCT03020030,Dasatinib
NCT03020030,Dexamethasone
NCT03020030,Dexrazoxane
NCT03020030,Doxorubicin
NCT03020030,Etoposide
NCT03020030,Hydrocortisone
NCT03020030,leucovorin calcium
NCT03020030,Mercaptopurine
NCT03020030,Methotrexate
NCT03020030,Nelarabine
NCT03020030,Vincristine
NCT03052127,Belzupacap sarotalocan
NCT03052127,Laser Activation
NCT02216578,Cabozantinib
NCT02782546,Allogeneic Hematopoietic Stem Cell Transplantation
NCT02782546,Tacrolimus
NCT02782546,Mycophenolate mofetil
NCT02782546,Filgrastim
NCT02782546,Donor-derived Cytokine-induced Memory-like Natural Killer Cells
NCT02782546,ALT 801
NCT02782546,Leukapheresis
NCT02935205,Enzalutamide
NCT02935205,Indometacin
NCT03141463,Vvax 001
NCT03096184,rivoceranib mesylate
NCT03096184,Gimeracil/oteracil/tegafur
NCT02881554,Computed Tomography
NCT02881554,Single Photon Emission Computed Tomography
NCT02881554,technetium tc-99m sulfur colloid
NCT02970539,Oral Paclitaxel + Encequidar - Hanmi
NCT02970539,Paclitaxel
NCT02970539,HM 30181A
NCT02970539,Ramucirumab
NCT02962063,Durvalumab
NCT02962063,Carboplatin
NCT02962063,Paclitaxel
NCT02962063,External Beam Radiation Therapy
NCT02962063,Esophagogastrectomy
NCT02962063,Tremelimumab
NCT03027739,Tisagenlecleucel
NCT02810990,Bosutinib
NCT02873598,FOLFIRINOX
NCT02873598,Gemcitabine
NCT02873598,Paclitaxel
NCT02873598,Stereotactic Body Radiation Therapy
NCT02921919,Talazoparib
NCT02940886,Iron Isomaltoside 1000
NCT02940886,Iron sucrose
NCT02921893,Dexamethasone
NCT02921893,Ixazomib citrate
NCT02921893,Lenalidomide
NCT02921893,Questionnaire Administration
NCT02942173,CD45RA-depleted Donor T-lymphocytes
NCT02946021,Indocyanine green
NCT02946021,Near-Infrared Fluorescence Imaging
NCT03606863,Total Parenteral Nutrition
NCT02873975,Prexasertib
NCT02829840,Ponatinib
NCT02829840,Azacitidine
NCT03070548,Talazoparib
NCT02903914,Numidargistat
NCT02903914,Pembrolizumab
NCT02880371,ARRY 382
NCT02880371,Pembrolizumab
NCT02768792,Pembrolizumab
NCT02721550,Sodium Glycididazole
NCT02693067,Rose bengal sodium
NCT02886897,PD-1 Inhibitor
NCT02886897,Valproic acid
NCT02924753,Cyclophosphamide
NCT02924753,Fludarabine
NCT02924753,CART-19 - Henan Cancer Hospital
NCT02724878,Bevacizumab
NCT02724878,Atezolizumab
NCT02725489,Durvalumab
NCT02808442,Allo 501
NCT02661685,Autologous Interferon-producing Killer Dendritic Cells
NCT02775370,rivoceranib mesylate
NCT02787369,Ricolinostat
NCT02787369,Ibrutinib
NCT02787369,Idelalisib
NCT04439123,Capivasertib
NCT01821833,Omega 3 fatty acids
NCT01821833,Placebo Control
NCT01821833,Paclitaxel
NCT02780310,Lenvatinib
NCT02692248,Ibrutinib
NCT02692248,Rituximab
NCT02692248,Gemcitabine
NCT02692248,Oxaliplatin
NCT02692248,Dexamethasone
NCT02697058,Irinotecan Sucrosofate
NCT02697058,Fluorouracil
NCT02697058,Levoleucovorin Calcium
NCT02688712,Galunisertib
NCT02688712,Capecitabine
NCT02688712,Fluorouracil
NCT02688712,Total Mesorectal Excision
NCT02712112,imatinib mesylate
NCT02653105,OLFM4 Gene
NCT02680574,Vadadustat
NCT02680574,Darbepoetin alfa
NCT03564704,Dexamethasone
NCT03564704,Vincristine
NCT03564704,Cyclophosphamide
NCT03564704,Idarubicin
NCT03564704,Pegaspargase
NCT03564704,doxorubicin hydrochloride
NCT03564704,Methotrexate
NCT03564704,Mercaptopurine
NCT03564704,Etoposide
NCT03564704,Cytarabine
NCT03564704,Bone Marrow Aspiration
NCT03564704,Intrathecal Chemotherapy
NCT03564704,Radiation Therapy
NCT03564704,Next Generation Sequencing
NCT03564704,Allogeneic Hematopoietic Stem Cell Transplantation
NCT03564704,IMWG Flow MRD-negative
NCT03564704,Fluorescence In Situ Hybridization
NCT03564704,Flow Cytometry
NCT03564704,Karyotyping
NCT03564704,Chidamide
NCT03564704,Positron Emission Tomography and Computed Tomography Scan
NCT02460367,Docetaxel
NCT02460367,Tergenpumatucel-L
NCT02460367,Indoximod
NCT02621970,Cisplatin
NCT02621970,Docetaxel
NCT02621970,Capecitabine
NCT02621970,Intensity-Modulated Radiation Therapy
NCT02671955,Onvatilimab
NCT02523469,ALT 801
NCT02523469,Nivolumab
NCT02459067,Autologous gamma delta T cell therapy- TC BioPharm
NCT02634827,Decitabine
NCT02634827,Laboratory Biomarker Analysis
NCT02634827,Midostaurin
NCT02622932,Catequentinib
NCT02622932,Carbon C 14 Anlotinib Hydrochloride
NCT02384382,Enzalutamide
NCT02496741,Metformin
NCT02496741,Chloroquine
NCT02549352,Ingenol disoxate
NCT02608216,Fluorothymidine F-18
NCT02608216,Calcium trisodium pentetate
NCT02608216,Ribociclib
NCT02608216,Paclitaxel
NCT02501902,Palbociclib
NCT02501902,Nab-paclitaxel
NCT02494713,Degarelix
NCT02494713,Doxorubicin
NCT02494713,Ketoconazole
NCT02494713,Docetaxel
NCT02494713,Estramustine
NCT02514603,Prexasertib
NCT02574533,Armodafinil
NCT02574533,Pembrolizumab
NCT02648711,Davamotecan Pegadexamer
NCT02648711,Bevacizumab
NCT02648711,mFOLFOX6
NCT02752204,Vistusertib
NCT02752204,Rituximab
NCT02308072,Olaparib
NCT02308072,Cisplatin
NCT02308072,Intensity-Modulated Radiation Therapy
NCT03507088,Contrast Enhanced PET-CT Scan
NCT02166658,Cabazitaxel
NCT02514382,Bortezomib
NCT02514382,Dexamethasone
NCT02514382,Laboratory Biomarker Analysis
NCT02514382,Pelareorep
NCT02526329,Donor Regulatory T-lymphocytes
NCT02526329,Laboratory Biomarker Analysis
NCT02367040,Copanlisib
NCT02367040,Placebo Control
NCT02367040,Rituximab
NCT02383966,Cetuximab
NCT02383966,Cisplatin
NCT02383966,Carboplatin
NCT02383966,Fluorouracil
NCT02496208,Biopsy
NCT02496208,Biospecimen Collection
NCT02496208,cabozantinib s-malate
NCT02496208,Computed Tomography
NCT02496208,Echocardiography
NCT02496208,Ipilimumab
NCT02496208,Magnetic Resonance Imaging
NCT02496208,Nivolumab
NCT02420223,Propranolol
NCT02436408,Vismodegib
NCT02497378,Daratumumab
NCT02497378,Bortezomib
NCT02497378,Dexamethasone
NCT01591356,EphA2-targeting DOPC-encapsulated siRNA
NCT01591356,Laboratory Biomarker Analysis
NCT02482311,Adavosertib
NCT02438358,Pegulicianine acetate
NCT02438358,LUM Imaging Device
NCT02489903,Nibrozetone
NCT02489903,Cisplatin
NCT02489903,Etoposide
NCT02489903,Carboplatin
NCT02489903,Irinotecan
NCT02489903,Vinorelbine
NCT02489903,Pegylated liposomal doxorubicin
NCT02489903,Gemcitabine
NCT02489903,Taxanes
NCT02489903,Paclitaxel
NCT02489903,Nab-paclitaxel
NCT02489903,Pemetrexed
NCT02207309,Pazopanib
NCT02207309,Placebo Control
NCT03757754,HPPH
NCT03757754,Light Dosimetry
NCT03757754,CLR 1404 I-124
NCT02394795,Oxaliplatin
NCT02394795,Levoleucovorin Calcium
NCT02394795,Fluorouracil
NCT02394795,Panitumumab
NCT02394795,Bevacizumab
NCT02396134,CMVpp65-A*0201 Peptide Vaccine
NCT02396134,Placebo Control
NCT02396134,Laboratory Biomarker Analysis
NCT04440956,64Cu-SARTATE
NCT02292550,Ribociclib
NCT02292550,Ceritinib
NCT02314169,Biospecimen Collection
NCT02314169,Computed Tomography
NCT02314169,Ipilimumab
NCT02314169,Magnetic Resonance Imaging
NCT02314169,Nivolumab
NCT02291055,Axalimogene filolisbac
NCT02291055,Durvalumab
NCT02353741,Erlotinib
NCT02353741,Thoracic Radiation Therapy
NCT02530411,Fulvestrant
NCT02530411,Vandetanib
NCT02866370,Nintedanib
NCT02866370,Paclitaxel
NCT02866370,Carboplatin
NCT02866370,Pegylated liposomal doxorubicin
NCT02866370,Topotecan
NCT02866370,Doxorubicin
NCT02437227,BAL 3833
NCT02322281,Rociletinib
NCT02322281,Pemetrexed
NCT02322281,Gemcitabine
NCT02322281,Paclitaxel
NCT02322281,Docetaxel
NCT02345408,CCR2 Antagonist CCX872-B
NCT02517918,Sirolimus
NCT02517918,Cyclophosphamide
NCT02517918,Methotrexate
NCT02517918,Zoledronic acid
NCT02616601,Fluorouracil
NCT02616601,Vehicle Control
NCT03862170,Ciprofloxacin
NCT03862170,Cefazolin
NCT02276560,Cisplatin
NCT02276560,Nab-paclitaxel
NCT02276560,Surgical Procedure
NCT02276560,Pemetrexed
NCT02276560,Gemcitabine
NCT02314052,DCR MYC
NCT02254954,Macitentan
NCT02254954,Temozolomide
NCT02254954,Radiation Therapy
NCT02391038,Indusatumab vedotin
NCT02298387,Navicixizumab
NCT02306278,Gabapentin
NCT02306278,B Vitamin
NCT02285179,Taselisib
NCT02285179,Tamoxifen
NCT03012945,Ropivacaine
NCT03012945,Sufentanil
NCT03012945,General Anesthesia Procedure
NCT03012945,Propofol
NCT03012945,Sevoflurane
NCT03012945,Morphine
NCT02212197,leuprolide acetate
NCT02274337,Abivertinib
NCT02217709,phenelzine sulfate
NCT02217709,Laboratory Biomarker Analysis
NCT02217709,Questionnaire Administration
NCT02231723,Napabucasin
NCT02231723,Nab-paclitaxel
NCT02231723,Gemcitabine
NCT02231723,Oxaliplatin
NCT02231723,Folinic acid
NCT02231723,Irinotecan
NCT02231723,Fluorouracil
NCT02231723,Irinotecan Sucrosofate
NCT02361112,Pyrotinib
NCT02361112,Capecitabine
NCT02029417,Cytarabine
NCT02029417,Omacetaxine mepesuccinate
NCT02029417,Decitabine
NCT02029417,Laboratory Biomarker Analysis
NCT02115035,Vemurafenib
NCT02128191,Ibuprofen
NCT02128191,Sodium chloride
NCT02194426,MP 0250
NCT01880359,Cisplatin
NCT01880359,Radiation Therapy
NCT01880359,Placebo Control
NCT01880359,Nimorazole
NCT02195869,Ibrutinib
NCT02101684,Orteronel
NCT02119468,Ixazomib citrate
NCT02119468,Dexamethasone
NCT02119468,Pomalidomide
NCT02176746,Cancer vaccine
NCT02252146,Bazlitoran
NCT02059239,Bendamustine
NCT02059239,Carmustine
NCT02059239,Etoposide
NCT02059239,Melphalan
NCT02059239,Cytarabine
NCT02059239,Alemtuzumab
NCT02059239,Autologous Hematopoietic Stem Cell Transplantation
NCT02059239,Allogeneic Hematopoietic Stem Cell Transplantation
NCT02059239,Rituximab
NCT01802814,Epratuzumab
NCT01943188,Stereotactic Body Radiation Therapy
NCT01943188,Cyclophosphamide
NCT01943188,Therapeutic Autologous Lymphocytes
NCT01943188,Laboratory Biomarker Analysis
NCT02069093,Dexamethasone
NCT02069093,Everolimus
NCT02069093,Exemestane
NCT02137785,Aminolevulinic acid
NCT02137785,aminolevulinic acid hydrochloride
NCT02137785,Blue Light Photodynamic Therapy Illuminator
NCT02111577,Docetaxel
NCT02111577,Prednisone
NCT02111577,Stapuldencel-T
NCT02111577,Placebo Control
NCT02038010,Alpelisib
NCT02038010,Trastuzumab emtansine
NCT02038010,Laboratory Biomarker Analysis
NCT02071537,Chloroquine
NCT02071537,Carboplatin
NCT02071537,Gemcitabine
NCT02058381,Alpelisib
NCT02058381,Buparlisib
NCT05008237,Docetaxel
NCT05008237,Cisplatin
NCT01991873,Panitumumab
NCT02065869,Rivogenlecleucel
NCT02065869,Rimiducid
NCT02146118,Erlotinib
NCT02146118,Phosphatidylcholine-Bound Silybin
NCT02117167,Vistusertib
NCT02117167,ABSK 091
NCT02117167,Capivasertib
NCT02117167,Sapitinib
NCT02117167,Selumetinib
NCT02117167,Vandetanib
NCT02117167,Pemetrexed
NCT02117167,Durvalumab
NCT02117167,Savolitinib
NCT02117167,Olaparib
NCT02697552,Tucidinostat
NCT02159365,Elotuzumab
NCT02159365,Lenalidomide
NCT02159365,Dexamethasone
NCT01895842,Ruxolitinib
NCT02041429,Ruxolitinib
NCT02041429,Paclitaxel
NCT02076230,[14C] TH-302
NCT02076230,Evofosfamide
NCT02089178,Propofol
NCT02089178,Remifentanil
NCT02089178,Sevoflurane
NCT02089178,General Anesthesia Procedure
NCT03977103,Radiation Therapy
NCT03977103,Carvedilol
NCT03977103,glucosamine sulfate potassium chloride
NCT03977103,Allogeneic Hematopoietic Stem Cell Transplantation
NCT02027090,Icotinib
NCT02029937,Proflavine Hemisulfate
NCT02029937,High-Resolution Microendoscopy
NCT01397799,Tirbanibulin
NCT01588951,Cytarabine
NCT01588951,Allogeneic Stem Cell Transplantation
NCT01659502,TL 118
NCT01928030,Recombinant Human Hyaluronidase
NCT01987102,Folinic acid
NCT01987102,Folitixorin
NCT01987102,High-Dose Methotrexate Regimen
NCT02001272,Paclitaxel
NCT02001272,Carboplatin
NCT01969695,Venetoclax
NCT01974349,Selumetinib
NCT01809171,Colecalciferol
NCT01809171,Placebo Control
NCT01866449,Cabazitaxel
NCT01976195,Dexamethasone
NCT01976195,Thalidomide
NCT01989845,Rivaroxaban
NCT01848132,Bortezomib
NCT01848132,Rituximab
NCT01848132,Cyclophosphamide
NCT01848132,Doxorubicin
NCT01848132,Prednisone
NCT01848132,Vincristine
NCT01864772,Carboplatin
NCT01864772,Fluorouracil
NCT01864772,Cetuximab
NCT01820325,Buparlisib
NCT01820325,Carboplatin
NCT01820325,Paclitaxel
NCT02083692,Metformin
NCT01816594,Buparlisib
NCT01816594,Trastuzumab
NCT01816594,Paclitaxel
NCT01816594,Placebo
NCT01932580,Fluorouracil
NCT01932580,Oxaliplatin
NCT01932580,Docetaxel
NCT01795430,Etoposide
NCT01795430,Ifosfamide
NCT01795430,Intensity-Modulated Radiation Therapy
NCT01795430,topotecan hydrochloride
NCT01795430,Busulfan
NCT01795430,Melphalan
NCT01795430,Autologous Hematopoietic Stem Cell Transplantation
NCT01795430,Peripheral Blood Stem Cell Transplantation
NCT01795430,Autologous Bone Marrow Transplantation
NCT01849380,Gimeracil/oteracil/tegafur
NCT01849380,Fluorouracil
NCT01481233,Colchicine
NCT01849250,Docosahexaenoic acid
NCT01849250,Placebo Control
NCT01867866,Tipiracil/trifluridine
NCT01867866,Trifluridine
NCT01846416,Atezolizumab
NCT04635852,Fentanyl
NCT04635852,Morphine
NCT01630564,Aldesleukin
NCT01630564,Umbilical Cord Blood Stem Cell
NCT01630564,Ex Vivo-Expanded Cord Blood Progenitor Cell Infusion
NCT01630564,Umbilical Cord Blood-Derived Lymphocyte Therapy
NCT01805037,Brentuximab vedotin
NCT01805037,Rituximab
NCT01805037,Laboratory Biomarker Analysis
NCT01806675,Positron Emission Tomography and Computed Tomography Scan
NCT01806675,2-Fluoropropionyl-labeled Pegylated Dimeric RGD Peptide
NCT01783522,Glutamine
NCT01783522,Placebo Control
NCT01790737,Cyclophosphamide
NCT01790737,Filgrastim
NCT01859819,Rituximab
NCT01859819,Cytarabine
NCT01738451,Dabrafenib
NCT01738451,Placebo Control
NCT01740271,Epirubicin
NCT01759810,Dendritic Cell Vaccine
NCT01759810,Therapeutic Allogeneic Hematopoietic Stem Cells
NCT01759810,Cytotoxic T lymphocytes
NCT01759810,Therapeutic Autologous Hematopoietic Stem Cells
NCT01729338,Bortezomib
NCT01729338,Cyclophosphamide
NCT01729338,Lenalidomide
NCT01763606,enoxaparin
NCT01763606,Aspirin
NCT01659021,Idelalisib
NCT01659021,Ofatumumab
NCT01764880,Roneparstat
NCT02724267,Iodine I131 Derlotuximab biotin
NCT01680965,Ofatumumab
NCT01585350,MELITAC 12.1 Peptide Vaccine
NCT01585350,Incomplete Freund's adjuvant
NCT01585350,Poly ICLC
NCT01671774,Zolbetuximab
NCT01671774,Zoledronic acid
NCT01671774,Interleukin-2
NCT01633060,Fulvestrant
NCT01633060,Buparlisib
NCT01633060,Placebo
NCT01617226,Azacitidine
NCT01617226,Vorinostat
NCT01746992,Cyclophosphamide
NCT01746992,Vincristine
