nct_id,drug_name
NCT01746992,Doxorubicin
NCT01746992,Prednisone
NCT01746992,Ifosfamide
NCT01746992,Pirarubicin
NCT01746992,Etoposide phosphate
NCT01746992,Methotrexate
NCT01728623,Lenvatinib
NCT01663415,Enzalutamide
NCT01634880,Panitumumab
NCT01634880,Adjuvant Radiotherapy
NCT01929980,Bortezomib
NCT01611766,Cytoreductive Surgery
NCT01607580,Methylprednisolone
NCT01693445,Oxaliplatin
NCT01693445,Irinotecan
NCT01693445,Gimeracil/oteracil/tegafur
NCT01531387,Hydroxycarbamide
NCT01583816,Resiquimod
NCT01583816,Placebo Control
NCT01596647,Caffeine
NCT01596647,Diclofenac
NCT01596647,Omeprazole
NCT01596647,Midazolam
NCT01596647,dovitinib lactate
NCT01570868,Ponatinib
NCT01655719,Pioglitazone
NCT01572662,fludarabine phosphate
NCT01572662,Busulfan
NCT01572662,Hematopoietic Cell Transplantation
NCT01572662,Tacrolimus
NCT01572662,Methotrexate
NCT01572662,Filgrastim
NCT01334502,Rituximab
NCT01334502,Cyclophosphamide
NCT01334502,doxorubicin hydrochloride
NCT01334502,Everolimus
NCT01334502,Prednisone
NCT01334502,vincristine sulfate
NCT01516996,Docetaxel
NCT01516996,Cisplatin
NCT01516996,Intensity-Modulated Radiation Therapy
NCT01516996,Nimotuzumab
NCT01554254,Angiotensin-1-7
NCT01886066,Indocyanine green
NCT01876043,Plitidepsin
NCT01527136,Entolimod
NCT01527136,Laboratory Biomarker Analysis
NCT01542437,Afatinib
NCT01620736,Raltegravir
NCT03364439,Radiation Therapy
NCT01428492,Afuresertib
NCT01428492,Bortezomib
NCT01428492,Dexamethasone
NCT01469572,Pasireotide
NCT01469572,Transarterial Radioembolization
NCT01469572,Everolimus
NCT01481129,MK 2206
NCT01481129,Laboratory Biomarker Analysis
NCT01510756,Sorafenib
NCT01468389,Capecitabine
NCT01339442,Buparlisib
NCT01339442,Fulvestrant
NCT01339442,Biopsy
NCT03117335,Placebo
NCT03117335,Vinorelbine
NCT03117335,Cisplatin
NCT03117335,Recombinant Human Endostatin
NCT01460979,Temsirolimus
NCT01431664,AT9283
NCT01431664,Laboratory Biomarker Analysis
NCT01394120,FOLFIRINOX
NCT01394120,FOLFOX
NCT01394120,FOLFIRI
NCT01394120,Capecitabine
NCT01394120,Gemcitabine
NCT01394120,Erlotinib
NCT01394120,GEM-CAP
NCT01394120,Erlotinib/Gemcitabine
NCT01429051,Fentanyl
NCT01429051,Placebo Control
NCT02043756,Liposomal Mitoxantrone Hydrochloride
NCT02043756,Mitoxantrone
NCT00816959,Hyaluronidase/rituximab
NCT00816959,ABVD
NCT01232296,Dovitinib
NCT01232296,Sorafenib
NCT01384253,212 Pb TCMC trastuzumab
NCT01384253,Trastuzumab
NCT01362374,Fluorouracil
NCT01362374,Docetaxel
NCT01362374,Enzalutamide
NCT01362374,RG7440
NCT01362374,Folinic acid
NCT01362374,Oxaliplatin
NCT01362374,Paclitaxel
NCT01430013, Endostar
NCT01430013,Cyclophosphamide
NCT01430013,Pirarubicin
NCT01430013,Vincristine
NCT01430013,Teniposide
NCT01430013,Prednisone
NCT01328496,Fludarabine
NCT01328496,Cyclophosphamide
NCT01328496,Cyclosporin
NCT01328496,Mycophenolate mofetil
NCT01328496,Filgrastim
NCT01328496,Total-Body Irradiation
NCT01328496,Umbilical Cord Blood Transplantation
NCT01382706,Docetaxel
NCT01382706,lapatinib ditosylate
NCT01382706,Immunohistochemistry Staining Method
NCT01382706,Fluorescence In Situ Hybridization
NCT01382706,Laboratory Biomarker Analysis
NCT01639625,CIGB 300
NCT01074177,Afatinib
NCT01191697,Bevacizumab
NCT01191697,Trastuzumab
NCT01191697,Oxaliplatin
NCT01191697,Capecitabine
NCT01320020,Catumaxomab
NCT01409499,Sorafenib
NCT01409499,Hepatectomy
NCT01409499,Transarterial Chemoembolization
NCT01558947,Epirubicin
NCT01558947,Capecitabine
NCT01558947,Cisplatin
NCT01156142,Doxepin Hydrochloride
NCT01156142,Placebo Control
NCT01251172,Autologous Hematopoietic Stem Cell Transplantation
NCT01251172,RG 4733
NCT01251172,Stem Cell Mobilization Therapy
NCT01251172,In Vitro-Treated Peripheral Blood Stem Cell Transplantation
NCT01251172,Laboratory Biomarker Analysis
NCT01251172,Melphalan
NCT01260506,Ofranergene obadenovec
NCT01260506,Bevacizumab
NCT01308645,Epinephrine
NCT05167370,Amifostine
NCT05167370,Melphalan
NCT05167370,Thiotepa
NCT01238770,Pazopanib
NCT01238770,Cyclophosphamide
NCT01242449,Trastuzumab
NCT01242449,Vinorelbine
NCT01222754,Lenalidomide
NCT01222754,Radiation Therapy
NCT01222754,Theophylline
NCT01217437,Bevacizumab
NCT01217437,irinotecan hydrochloride
NCT01217437,Temozolomide
NCT01195376,Dactolisib
NCT01240577,Ropidoxuridine
NCT01226407,Ivaltinostat
NCT01271920,Luminespib
NCT01271920,Trastuzumab
NCT01370876,Oxaliplatin
NCT01370876,Fluorouracil
NCT02225652,Fluorouracil
NCT02225652,Epirubicin
NCT02225652,Cyclophosphamide
NCT02225652,Filgrastim
NCT02225652,Paclitaxel
NCT02817555,Epoetin alfa
NCT02817555,Sodium Ferric Gluconate Complex
NCT02817555,Darbepoetin alfa
NCT01270724,Gemcitabine
NCT01270724,Paclitaxel
NCT01270724,Oxaliplatin
NCT01270724,corticotropin-releasing hormone
NCT01718379,Lenalidomide
NCT01718379,Epoetin beta
NCT00829413,Sulfur hexafluoride
NCT01091454,Brostallicin
NCT01091454,Cisplatin
NCT01138163,Docetaxel
NCT01138163,Bavituximab
NCT01138163,Placebo Control
NCT01146574,Sotatercept
NCT01146574,Placebo Control
NCT01159028,Prexigebersen
NCT01159028,Low-dose Cytarabine Regimen
NCT01208194,Lefitolimod
NCT01208194,Placebo Control
NCT01323933,Simtuzumab
NCT01369121,Corticorelin
NCT01094860,Nelarabine
NCT01209208,Budesonide
NCT01209208,Mesalazine
NCT01209208,Placebo Control
NCT01110785,Panitumumab
NCT01110785,Simvastatin
NCT01110785,Laboratory Biomarker Analysis
NCT01077453,Letrozole
NCT01077453,Laboratory Biomarker Analysis
NCT01118975,Vorinostat
NCT01118975,Lapatinib
NCT01042522,bleomycin sulfate
NCT01042522,Carboplatin
NCT01042522,Cisplatin
NCT01042522,Etoposide phosphate
NCT01042522,Laboratory Biomarker Analysis
NCT01042522,Paclitaxel
NCT01216436,Autologous OFA-iLRP RNA-Transfected Dendritic Cell Vaccine
NCT01246427,Homeopathy Therapy
NCT01246427,Placebo Control
NCT01024920,Nintedanib
NCT01024920,Sunitinib
NCT01059552,Vorinostat
NCT01183494,Bevacizumab
NCT01183494,Irinotecan
NCT01183494,Fluorouracil/folinic-acid
NCT01013740,Vinorelbine
NCT01013740,Lapatinib
NCT01013740,Capecitabine
NCT01019382,Gemcitabine
NCT01019382,Fish oil
NCT00788697,Sulfur hexafluoride
NCT00788697,Contrast-Enhanced Ultrasound
NCT00788697,Unenhanced ultrasound
NCT00982436,Docetaxel
NCT00982436,Cisplatin
NCT00982436,Radiation Therapy
NCT00982436,Carboplatin
NCT01160484,Dexamethasone
NCT01160484,Bortezomib
NCT01160484,Pegylated Liposomal Doxorubicin Hydrochloride
NCT01160484,Lenalidomide
NCT00952289,Ruxolitinib
NCT00952289,Placebo Control
NCT00838513,Eculizumab
NCT00927589,Carboplatin
NCT00927589,Docetaxel
NCT00927589,Trastuzumab
NCT00933374,Paclitaxel
NCT00933374,Everolimus
NCT00961896,Drug Vehicle
NCT00961896,Sonidegib
NCT00962507,Everolimus
NCT00962507,Panobinostat
NCT00962507,Laboratory Biomarker Analysis
NCT05278728,Nimotuzumab
NCT05278728,Irinotecan
NCT00918723,fludarabine phosphate
NCT00918723,Cyclophosphamide
NCT00918723,Rituximab
NCT00918723,Vorinostat
NCT00940784,Clopidogrel
NCT00940784,Aspirin
NCT00940784,Hydroxycarbamide
NCT00940784,Placebo Control
NCT01528501,Panobinostat
NCT00807170,Vandetanib
NCT00807170,Whole-Brain Radiotherapy
NCT00911326,Tc 99m tilmanocept
NCT01449344,Rituximab
NCT01449344,Cytarabine
NCT01449344,Dexamethasone
NCT01449344,Bortezomib
NCT00833040,Sufentanil
NCT00833040,Placebo Control
NCT00868478,Milatuzumab
NCT01729663,Allogeneic Irradiated Melanoma Cell Vaccine CSF470
NCT01729663,BCG vaccine
NCT01729663,Molgramostim
NCT01729663,Interferon-alpha-2
NCT00858429,Capecitabine
NCT00858429,Yttrium Y 90 Glass Microspheres
NCT00723398,Omega-3-acid ethyl esters
NCT00723398,Raloxifene
NCT00866177,Laboratory Biomarker Analysis
NCT00866177,Selumetinib
NCT00867061,Rigosertib Sodium
NCT00931450,Exemestane
NCT00931450,sunitinib malate
NCT00931450,Placebo Control
NCT01775423,Napabucasin
NCT00821886,Ixabepilone
NCT00821886,Trastuzumab
NCT00821886,Carboplatin
NCT00832819,Lenvatinib
NCT00832819,Paclitaxel
NCT00832819,Carboplatin
NCT00846508,Cisplatin
NCT01227408,Doxorubicin
NCT01227408,Paclitaxel poliglumex
NCT01227408,Capecitabine
NCT01227408,Cyclophosphamide
NCT01227408,Methotrexate
NCT00923247,Bortezomib
NCT00923247,Vandetanib
NCT00841555,Temozolomide
NCT00841555,Radiation Therapy
NCT00841555,Hypofractionated Radiation Therapy
NCT00841555,Intensity-Modulated Radiation Therapy
NCT00850785,Docetaxel
NCT00850785,Granulocyte macrophage colony stimulating factor
NCT00850785,DPV 001
NCT00807872,124I-labeled monoclonal antibody Mu 11-1F4
NCT00828841,Cetuximab
NCT00828841,Paclitaxel
NCT00828841,Carboplatin
NCT00828841,Gemcitabine
NCT00828841,Cisplatin
NCT00832520,Mirtazapine
NCT00906750,Trivalent Live-Attenuated Influenza Vaccine
NCT00906750,Influenza vaccine
NCT00729833,Figitumumab
NCT00729833,Sunitinib
NCT00860600,PG 2
NCT00882973,Paclitaxel
NCT01198392,Gimeracil/oteracil/tegafur
NCT01198392,Cisplatin
NCT01198392,Fluorouracil
NCT00750841,Cediranib
NCT00750841,Rifampicin
NCT00733850,Kanglaite
NCT00733850,Gemcitabine
NCT00764517,Cladribine
NCT00764517,Laboratory Biomarker Analysis
NCT00764517,Rituximab
NCT00764517,Vorinostat
NCT00786812,Nilotinib
NCT00669565,Bavituximab
NCT00669565,Carboplatin
NCT00669565,Paclitaxel
NCT00738764,Enavatuzumab
NCT00906360,sunitinib malate
NCT00906360,3-Dimensional Conformal Radiation Therapy
NCT00906360,Cetuximab
NCT00722293,Doxorubicin
NCT00722293,Pazopanib
NCT00722293,Epirubicin
NCT00642967,Methoxy Polyethylene Glycol-Epoetin beta
NCT00684996,Etaracizumab
NCT00684996,Bevacizumab
NCT00691054,Nab-paclitaxel
NCT00698009,Fludarabine
NCT00698009,Cyclophosphamide
NCT00698009,Natural killer cell therapy
NCT00698009,Mesna
NCT00698009,Interleukin-2
NCT00702494,THR 317
NCT00715793,Decitabine
NCT00715793,Temozolomide
NCT00715793,Biopsy
NCT01922492,Autologous Islet Cell Transplantation
NCT01922492,Metformin
NCT01922492,Vildagliptin
NCT00666081,GSK 690693
NCT00677144,Oxaliplatin
NCT00677144,Gimeracil/oteracil/tegafur
NCT00677144,Capecitabine
NCT00629057,MVA-BN-PRO
NCT00634894,Letrozole
NCT00634894,Placebo Control
NCT01442909,Docetaxel
NCT01442909,Pemetrexed
NCT00615589,Fludarabine
NCT00615589,Busulfan
NCT00615589,Hematopoietic Cell Transplantation
NCT00624182,URLC10 peptide vaccine
NCT00624182,Gemcitabine
NCT00602030,Entinostat
NCT00602030,Erlotinib
NCT00761085,Morphine
NCT00761085,Methadone
NCT00357760,Aflibercept
NCT00573755,Anastrozole
NCT00573755,Exemestane
NCT00573755,Letrozole
NCT00573755,sorafenib tosylate
NCT00573755,Placebo Control
NCT00585845,CRS 207
NCT00613743,Morphine
NCT00613743,Quinine Hydrochloride
NCT00467051,Carboplatin
NCT00467051,Filgrastim
NCT00467051,Ifosfamide
NCT00467051,Laboratory Biomarker Analysis
NCT00467051,Paclitaxel
NCT00431704,Vinorelbine
NCT00431704,Carboplatin
NCT00431704,Trastuzumab
NCT00471445,Ketamine
NCT00471445,Amitriptyline
NCT00471445,Placebo Control
NCT00502307,Tivozanib
NCT00502307,Placebo Control
NCT00557609,Tivantinib
NCT00526799,Sorafenib
NCT00526799,Topotecan
NCT00527930,Gimeracil/oteracil/tegafur
NCT00527930,Oxaliplatin
NCT00531401,Salirasib
NCT00954135,Letrozole
NCT00954135,Cyclophosphamide
NCT00954135,Sorafenib
NCT00446069,morphine sulfate
NCT00471276,Sunitinib
NCT00849186,sunitinib malate
NCT00849186,Neoadjuvant Therapy
NCT00849186,Therapeutic Conventional Surgery
NCT01268163,Docetaxel
NCT01706627,Melatonin
NCT00565656,Bevacizumab
NCT00372905,Rituximab
NCT00372905,Bortezomib
NCT00372905,Indium In-111 Ibritumomab Tiuxetan
NCT00372905,Yttrium Y-90 Ibritumomab Tiuxetan
NCT00372905,Ibritumomab tiuxetan
NCT00429182,Carboplatin
NCT00429182,Cyclophosphamide
NCT00429182,Thiotepa
NCT00429182,Hematopoietic Cell Transplantation
NCT00469859,Cytarabine
NCT00469859,Idarubicin
NCT00469859,Lestaurtinib
NCT00474669,Docetaxel
NCT00925314,Transgenic Lymphocyte Immunization Vaccine
NCT00498407,Elacytarabine
NCT00653848,Docetaxel
NCT00466843,Antithymocyte globulin
NCT00466843,Prednisone
NCT00568815,Rituximab
NCT00568815,Etoposide
NCT00568815,Cytarabine
NCT00568815,Cisplatin
NCT00568815,Methionine
NCT00598091,Gemcitabine
NCT00598091,Dasatinib
NCT00620295,Bortezomib
NCT00620295,Gemcitabine
NCT00620295,gemcitabine hydrochloride
NCT00723216,enoxaparin
NCT00723216,Physical prophylaxis
NCT00432562,vinorelbine tartrate
NCT00444535,Lapatinib
NCT00444535,Bevacizumab
NCT00085098,Filgrastim
NCT00085098,Carboplatin
NCT00085098,Cisplatin
NCT00085098,Cyclophosphamide
NCT00085098,Etoposide
NCT00085098,Radiation Therapy
NCT00406302,Docetaxel
NCT00406302,Oxaliplatin
NCT00406302,Cetuximab
NCT00406302,Surgical Procedure
NCT00434330,Peginesatide
NCT00434330,Epoetin alfa
NCT00434330,Epoetin beta
NCT00733889,Cetuximab
NCT00733889,Docetaxel
NCT00733889,Cisplatin
NCT00733889,Fluorouracil
NCT00733889,Radiation Therapy
NCT00382733,Topotecan
NCT00398281,Dutasteride
NCT00398281,Placebo Control
NCT00551512,CBP 501
NCT00551512,Cisplatin
NCT00625937,Cisplatin
NCT00625937,Docetaxel
NCT00625937,Gimeracil/oteracil/tegafur
NCT00625937,Radiation Therapy
NCT00411138,Radiation Therapy
NCT00411138,Cisplatin
NCT00411138,Carboplatin
NCT00411138,Paclitaxel
NCT00373373,Sorafenib
NCT00373373,Placebo Control
NCT00418093,Gemcitabine
NCT00418093,Oxaliplatin
NCT00418093,Bevacizumab
NCT00368121,Cetuximab
NCT00368121,Dexamethasone
NCT00463073,Cetuximab
NCT00463073,Bevacizumab
NCT00463073,Irinotecan
NCT00743067,Foretinib
NCT00345163,Bevacizumab
NCT00345163,Irinotecan
NCT00381875,E1M184V peptide vaccine - National Institutes of Health Clinical Center 
NCT00381875,Incomplete Freund's adjuvant
NCT00381875,Sargramostim
NCT00381875,Immunoenzyme Procedure
NCT00330915,Pemetrexed
NCT00336856,Cetuximab
NCT00336856,Irinotecan
NCT00339131,Cold Contaminant-free Iobenguane I-131
NCT00387205,Pazopanib
NCT00387205,Lapatinib
NCT00307723,Bevacizumab
NCT00307723,Fluorouracil
NCT00307723,Oxaliplatin
NCT00307723,Gemcitabine
NCT00307723,External Beam Radiation Therapy
NCT00316875,lapatinib ditosylate
NCT00316875,Pegylated liposomal doxorubicin
NCT00352755,Peritonectomy
NCT00352755,Fluorouracil
NCT00352755,FOLFOX
NCT00319748,852A
NCT00454324,Carboplatin
NCT00454324,Nab-paclitaxel
NCT00508807,Bardoxolone methyl
NCT01087424,Prednisone
NCT01087424,Rituximab
NCT01087424,Doxorubicin
NCT01087424,Cyclophosphamide
NCT01087424,Vincristine
NCT00321100,Bevacizumab
NCT00321100,Cetuximab
NCT00321100,Oxaliplatin
NCT00321100,Capecitabine
NCT00319839,Nab-paclitaxel
NCT00319839,Cetuximab
NCT00420485,Gimatecan
NCT00446290,Docetaxel
NCT00446290,Capecitabine
NCT00446290,Oxaliplatin
NCT00458796,Zoledronic acid
NCT00458796,Quality-of-Life Assessment
NCT00406978,Prednisone
NCT00406978,Melphalan
NCT00406978,Thalidomide
NCT00406978,Defibrotide
NCT00303082,Lactobacillus rhamnosus
NCT00303082,Lactobacillus reuteri Probiotic Tablet
NCT00303953,Belinostat
NCT00389922,lapatinib ditosylate
NCT00389922,vinorelbine tartrate
NCT00389922,Comparative Genomic Hybridization
NCT00389922,Cytogenetic Analysis
NCT00389922,Gene Expression Analysis
NCT00389922,Genetic Variation Analysis
NCT00389922,Polymerase Chain Reaction
NCT00389922,Polymorphism Analysis
NCT00389922,Reverse Transcriptase-Polymerase Chain Reaction
NCT00389922,Immunohistochemistry Staining Method
NCT00389922,Laboratory Biomarker Analysis
NCT00543231,oblimersen sodium
NCT00543231,BP1002
NCT00861419,Sorafenib
NCT00861419,motesanib diphosphate
NCT00861419,Trebananib
NCT00861419,Sunitinib
NCT00861419,Bevacizumab
NCT00174369,Mirdametinib
NCT00237575,Gemcitabine
NCT00237575,Cisplatin
NCT00237575,Sargramostim
NCT00237575,Filgrastim
NCT01058538,Bifikafusp alfa
NCT01058538,Interleukin-2
NCT03362684,Cetuximab
NCT03362684,FOLFOX
NCT00240682,Cetuximab
NCT00310050,pemetrexed disodium
NCT00310050,Pemetrexed
NCT00310050,Radiation Therapy
NCT02013817,Rituximab
NCT02013817,Fludarabine
NCT02013817,Cyclophosphamide
NCT00121225,Vorinostat
NCT00247507,Acetylcysteine
NCT00248404,NB 1011
NCT00250419,V930
NCT00288925,Z-360
NCT00376740,Zoledronic acid
NCT00532285,Paclitaxel
NCT00532285,Gemcitabine
NCT00129571,XL 820
NCT00207077,Cetuximab
NCT00207077,Erlotinib
NCT00361088,Bortezomib
NCT00361088,Tipifarnib
NCT02182050,INV-1120
NCT00100945,Gefitinib
NCT00125749,ACT 2001
NCT00138177,Oxaliplatin
NCT00138177,leucovorin calcium
NCT00138177,Vorinostat
NCT00138177,Fluorouracil
NCT00176748,Axitinib
NCT00196820,Capecitabine
NCT00271804,Bortezomib
NCT00398554,Cyclophosphamide
NCT00398554,doxorubicin hydrochloride
NCT00398554,Etoposide
NCT00398554,Prednisone
NCT00398554,vinblastine sulfate
NCT00398554,vincristine sulfate
NCT00398554,Radiation Therapy
NCT00544986,Anastrozole
NCT00217711,Capecitabine
NCT00217711,irinotecan hydrochloride
NCT00217711,Oxaliplatin
NCT00295971,Antithymocyte globulin
NCT00295971,Therapeutic Allogeneic Lymphocytes
NCT00295971,fludarabine phosphate
NCT00295971,Thiotepa
NCT00295971,Allogeneic Bone Marrow Transplantation
NCT00295971,Allogeneic Hematopoietic Stem Cell Transplantation
NCT00295971,In Vitro-Treated Peripheral Blood Stem Cell Transplantation
NCT00295971,Total-Body Irradiation
NCT00083083,Carboplatin
NCT00083083,Cisplatin
NCT00083083,Docetaxel
NCT00083083,Etoposide
NCT00083083,Paclitaxel
NCT00083083,vinblastine sulfate
NCT00083083,vinorelbine tartrate
NCT00083083,Gene Expression Analysis
NCT00083083,Positron Emission Tomography
NCT00083083,Fludeoxyglucose F-18
NCT00083083,Radiation Therapy
NCT00101270,irinotecan hydrochloride
NCT00101270,Oxaliplatin
NCT00106262,Bortezomib
NCT00106262,Irinotecan
NCT00121602,Darbepoetin alfa
NCT00191854,Gemcitabine
NCT00191854,Paclitaxel
NCT00191854,Carboplatin
NCT00191854,Cisplatin
NCT00102791,Senicapoc
NCT00142415,Girentuximab
NCT00142415,Lutetium Lu 177-DOTA
NCT00806923,Cisplatin
NCT00806923,Gemcitabine
NCT00806923,Placebo Control
NCT00806923,Bevacizumab
NCT00147901,Alemtuzumab
NCT00147901,Cyclophosphamide
NCT00147901,Fludarabine
NCT00457743,sunitinib malate
NCT00874978,Lenalidomide
NCT00216437,Capecitabine
NCT00041262,Cisplatin
NCT00041262,epirubicin hydrochloride
NCT00041262,Fluorouracil
NCT00041262,Conventional Surgery
NCT00041262,Neoadjuvant Therapy
NCT00096135,Filgrastim
NCT00096135,Cyclophosphamide
NCT00096135,Cytarabine
NCT00096135,daunorubicin hydrochloride
NCT00096135,Dexamethasone
NCT00096135,Etoposide
NCT00096135,leucovorin calcium
NCT00096135,Mercaptopurine
NCT00096135,Methotrexate
NCT00096135,Pegaspargase
NCT00096135,Hydrocortisone
NCT00096135,vincristine sulfate
NCT00096135,High-Dose Methotrexate Regimen
NCT00096135,Cranial Irradiation
NCT00155259,Docetaxel
NCT00155259,Cisplatin
NCT00155259,Capecitabine
NCT00088556,canfosfamide hydrochloride
NCT00088556,Carboplatin
NCT00088556,Paclitaxel
NCT00093730,BMS 599626
NCT00176501,Therapeutic Allogeneic Lymphocytes
NCT00076102,Pirfenidone
NCT00227682,Ascorbic acid
NCT00227682,Arsenic trioxide
NCT00227682,Dexamethasone
NCT00227682,Thalidomide
NCT00085462,Aldesleukin
NCT00085462,Filgrastim
NCT00085462,gp100-Fowlpox Vaccine
NCT00085462,Therapeutic Autologous Lymphocytes
NCT00085462,Therapeutic Tumor Infiltrating Lymphocytes
NCT00085462,Cyclophosphamide
NCT00085462,fludarabine phosphate
NCT00245089,Dactinomycin
NCT00245089,Cyclophosphamide
NCT00245089,vincristine sulfate
NCT02461121,HLA mismatched stem cell
NCT02461121,HLA matched stem cell
NCT02461121,Cyclosporin
NCT02461121,Mycophenolate mofetil
NCT02461121,Cytarabine
NCT02461121,Fludarabine
NCT02461121,Antithymocyte globulin
NCT02461121,Cyclophosphamide
NCT00159445,Gemcitabine
NCT00159445,Capecitabine
NCT00080990,Alvocidib
NCT00080990,Fluorouracil
NCT00080990,Oxaliplatin
NCT00080990,leucovorin calcium
NCT00072670,Trabectedin
NCT00077025,Gefitinib
NCT00077025,Anastrozole
NCT00077493,CAT 3888
NCT00077493,Moxetumomab pasudotox
NCT00077493,Monoclonal antibodies
NCT00191477,Gemcitabine
NCT00191477,Transurethral Resection of Bladder Tumor
NCT00191477,Placebo Control
NCT00426101,Dexamethasone
NCT00426101,Etoposide
NCT00426101,Cyclosporin
NCT00426101,Methotrexate
NCT00426101,Prednisolone
NCT00426101,Intrathecal Chemotherapy
NCT00426101,Hematopoietic Cell Transplantation
NCT02494596,Capecitabine
NCT02494596,Pertuzumab-biosimilar-Biocad
NCT00226798,Capecitabine
NCT01270906,dovitinib lactate
NCT00154349,imatinib mesylate
NCT00617968,Docetaxel
NCT00069160,Docetaxel
NCT00069160,Tariquidar
NCT00069160,Technetium Tc-99m Sestamibi
NCT00086931,Capecitabine
NCT00086931,Oxaliplatin
NCT00086931,Conventional Surgery
NCT00086931,Chemotherapy
NCT00086931,Radiation Therapy
NCT00504660,Capecitabine
NCT00504660,Celecoxib
NCT00504660,Temozolomide
NCT00504660,Lomustine
NCT00504660,Tioguanine
NCT00489983,Pemetrexed
NCT00489983,Gemcitabine
NCT00061958,Arsenic trioxide
NCT00064311,Ravuconazole
NCT00319618,Gefitinib
NCT00319618,Docetaxel
NCT00168727,Ibritumomab tiuxetan
NCT00060645,Ridaforolimus
NCT00126269,Cisplatin
NCT00126269,Gemcitabine
NCT00488709,Topotecan
NCT00488709,Fludarabine
NCT00488709,Cytarabine
NCT01085058,Lenograstim
NCT00193479,Cyclophosphamide
NCT00193479,Mitoxantrone
NCT00193479,Vincristine
NCT00193479,Prednisone
NCT00193479,Rituximab
NCT00431561,Trabedersen
NCT00431561,Temozolomide
NCT00431561,Procarbazine
NCT00431561,Lomustine
NCT00431561,Vincristine
NCT00431561,Drug Delivery System
NCT00431561,Intratumoral Route of Administration
NCT00060567,Indisulam
NCT00060567,Irinotecan
NCT00071955,Autologous Immunoglobulin Idiotype-KLH Conjugate Vaccine
NCT00071955,Sargramostim
NCT00060242,fosbretabulin disodium
NCT00122499,Tadalafil
NCT00060710,Proapoptotic Sulindac Analog CP-461
NCT00334295,Fulvestrant
NCT00058006,Celecoxib
NCT00058006,Adjuvant Therapy
NCT00047242,UCN 01
NCT00047242,irinotecan hydrochloride
NCT00149019,T-cell Engaging Bispecific Antibody
NCT00448643,Carboplatin
NCT00448643,Paclitaxel
NCT00448643,Cisplatin
NCT00448643,Whole-Abdominal Irradiation
NCT00448643,High-Dose-Rate Vaginal Brachytherapy
NCT00044525,Ortataxel
NCT00256230,Disulfiram
NCT00023933,Iodine I 131 Monoclonal Antibody CC49-deltaCH2
NCT00328549,Pegylated Interferon Alfa
NCT00328549,Ribavirin
NCT00024310,Folic acid
NCT00024310,Lometrexol
NCT00024310,Paclitaxel
NCT00030069,Calcitriol
NCT00030069,Dexamethasone
NCT00050843,Thalidomide
NCT00041808,MTC DOX
NCT00041808,Chemotherapy
NCT00403624,Oxaliplatin
NCT00586898,Leuprorelin
NCT00586898,Goserelin
NCT00586898,Ketoconazole
NCT00586898,Bicalutamide
NCT00586898,Testosterone
NCT00586898,Estradiol
NCT00038649,imatinib mesylate
NCT00014118,Carboplatin
NCT00014118,Paclitaxel
NCT00014118,Conventional Surgery
NCT00014118,Radiation Therapy
NCT00027742,Peginterferon alfa-2a
NCT00027742,Temozolomide
NCT00211198,Denileukin diftitox
NCT00014690,Clevidipine
NCT00014690,topotecan hydrochloride
NCT00022334,Alpha-Fetoprotein
NCT00550784,Filgrastim
NCT00550784,Cisplatin
NCT00550784,Cyclophosphamide
NCT00550784,Melphalan
NCT00550784,Paclitaxel
NCT00550784,topotecan hydrochloride
NCT00550784,TdT-Mediated dUTP Nick End Labeling Assay
NCT00550784,Gene Expression Analysis
NCT00550784,Immunohistochemistry Staining Method
NCT00550784,Peripheral Blood Stem Cell Transplantation
NCT00006257,Paclitaxel
NCT00006257,Semaxanib
NCT00006484,Carboplatin
NCT00006484,Paclitaxel
NCT00006484,Tirapazamine
NCT00004208,Antithymocyte Globulin Equine/Cyclosporine Regimen
NCT00004208,Cyclosporin
NCT00008294,FOLFOX
NCT00008294,Dexamethasone
NCT00008294,Floxuridine
NCT00008294,Fluorouracil
NCT00008294,leucovorin calcium
NCT00008294,Oxaliplatin
NCT00006107,Docetaxel
NCT00006107,Surgical Procedure
NCT00006107,Radiation Therapy
NCT00005841,MART-1 Antigen
NCT00005841,gp100 Antigen
NCT00005841,Incomplete Freund's adjuvant
NCT00005841,Progenipoietin
NCT00005841,Tyrosinase Peptide
NCT00006122,Cytarabine
NCT00006122,Etoposide
NCT00006122,Gemtuzumab ozogamicin
NCT00006122,Idarubicin
NCT00006122,mitoxantrone hydrochloride
NCT00006120,Docetaxel
NCT00006120,Paclitaxel
NCT00015821,Thalidomide
NCT00015821,Laboratory Biomarker Analysis
NCT00005858,LMB 9
NCT01122121,leuprolide acetate
NCT01122121,Radiation Therapy
NCT01122121,Flutamide
NCT01663714,Cyclophosphamides
NCT01663714,Vincristine
NCT01663714,Prednisone
NCT01663714,Tositumomab
NCT01663714,Iodine I 131 tositumomab
NCT00022932,Iodine I 131 tositumomab
NCT01225874,Calaspargase pegol
NCT01225874,Cytarabine
NCT01225874,daunorubicin hydrochloride
NCT01225874,Dexamethasone
NCT01225874,Methotrexate
NCT01225874,Pegaspargase
NCT01225874,Prednisone
NCT01225874,vincristine sulfate
NCT00004172,Filgrastim
NCT00004172,Carboplatin
NCT00004172,Cyclophosphamide
NCT00004172,Ifosfamide
NCT00004172,Thiotepa
NCT00004172,Peripheral Blood Stem Cell Transplantation
